ano;cod_municipio;rd;nm_municipio;gre;cod_escola;nm_escola;tp_escola;p_em;nota_lp;nota_mt;nota_saep;idepe;mat_3em;tdi_3em;TP_LOCALIZACAO;IN_INTERNET;IN_NOTURNO;IN_EJA;QT_MAT_BAS;QT_MAT_MED_INT;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_BRANCA;TX_MAT_MED_INT
2011;2615300;Mata Norte;Timbaúba;Mata Norte;26178176;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE TIMBAUBA;INTEGRAL;0,96;5,43;5,73;5,58;5,38;;14,2;Urbana;1;0;0;592;592;385;207;25;1
2011;2615508;Mata Norte;Tracunhaém;Mata Norte;26092301;ESCOLA DR WALFREDO LUIZ PESSOA DE MELO;INTEGRAL;0,97;4,58;4,96;4,77;4,65;;51,6;Urbana;1;1;1;343;196;199;144;19;0,571428571428571
2011;2615706;Sertão do Pajeú;Triunfo;Sertão do Alto Pajeú;26134085;ESCOLA ALFREDO DE CARVALHO;INTEGRAL;0,89;5,6;6,42;6,01;5,35;;5,3;Urbana;1;0;0;458;452;287;171;2;0,986899563318777
2011;2616209;Agreste Setentrional;Vertentes;Vale do Capibaribe;26066572;ESCOLA DE REFERENCIA EM ENSINO MEDIO GIL RODRIGUES;INTEGRAL;0,86;4,72;4,77;4,75;4,1;;46,8;Urbana;1;1;0;704;252;400;304;90;0,357954545454545
2011;2616407;Mata Sul;Vitória de Santo Antão;Mata Centro;26095289;ESCOLA JOSE JOAQUIM DA SILVA FILHO;INTEGRAL;0,92;4,77;5,29;5,03;4,65;;7;Urbana;1;0;0;458;458;269;189;34;1
2012;2600054;Metropolitana Recife;Abreu e Lima;Metropolitana Norte;26178435;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA VIEIRA MULITERNO;INTEGRAL;0,97;5,06;5,36;5,21;5,07;;7;Urbana;1;0;0;686;686;395;291;69;1
2012;2600104;Sertão do Pajeú;Afogados da Ingazeira;Sertão do Alto Pajeú;26014670;ESCOLA MONSENHOR ANTÔNIO DE PÁDUA SANTOS;INTEGRAL;0,99;4,6;4,95;4,77;4,71;;6,7;Urbana;1;1;1;475;396;298;177;40;0,833684210526316
2012;2600203;Sertão do São Francisco;Afrânio;Sertão do Médio São Francisco;26540720;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA IRENE MARIA RAMOS COELHO;INTEGRAL;0,97;4,11;4,56;4,34;4,21;;13,6;Urbana;1;0;0;359;359;203;156;60;1
2012;2600500;Agreste Meridional;Águas Belas;Agreste Meridional;26044862;ESCOLA CORONEL NICOLAU SIQUEIRA -ENSINO FUNDAMENTAL E MÉDIO;INTEGRAL;0,96;3,98;3,82;3,9;3,74;;56,4;Urbana;1;1;1;602;318;359;243;85;0,528239202657807
2012;2600708;Mata Norte;Aliança;Mata Norte;26086905;ESC JOAQUINA LIRA;INTEGRAL;0,94;4,34;4,26;4,3;4,02;;34,8;Urbana;1;1;0;604;447;326;278;56;0,740066225165563
2012;2600807;Agreste Central;Altinho;Agreste Centro Norte;26082179;ESC PROF FCO JOAQUIM DE BARROS CORREIA;INTEGRAL;0,9;4,7;5,05;4,87;4,41;;15,1;Urbana;1;1;1;587;569;335;252;69;0,969335604770017
2012;2601102;Sertão do Araripe;Araripina;Sertão do Araripe;26179474;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSIAS INOJOSA DE OLIVE;INTEGRAL;0,94;5,25;5,8;5,53;5,21;;4;Urbana;1;0;0;332;332;209;123;42;1
2012;2601201;Sertão do Moxotó;Arcoverde;Sertão do Moxotó-Ipanema;26178699;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE ARCOVERDE;INTEGRAL;0,96;5,25;5,04;5,15;4,94;;11,4;Urbana;1;0;0;701;701;433;268;45;1
2012;2601201;Sertão do Moxotó;Arcoverde;Sertão do Moxotó-Ipanema;26024675;ESCOLA DE REFERENCIA EM ENSINO MEDIO SENADOR VITORINO FREIRE;INTEGRAL;0,93;4,73;5,53;5,13;4,77;;14,3;Urbana;1;1;0;457;427;266;191;16;0,934354485776805
2012;2601607;Sertão de Itaparica;Belém do São Francisco;Sertão do Submédio São Francisco;26039702;ESC TERCINA RORIZ;INTEGRAL;0,97;5,04;5,26;5,15;5;;9,9;Urbana;1;0;0;292;292;167;125;19;1
2012;2601706;Agreste Central;Belo Jardim;Agreste Centro Norte;26179873;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BELO JARDIM;INTEGRAL;0,92;4,92;5,02;4,97;4,59;;3,1;Rural;1;1;1;684;472;388;296;36;0,690058479532164
2012;2601904;Agreste Central;Bezerros;Mata Centro;26177013;ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BEZERROS;INTEGRAL;0,95;5,42;5,92;5,67;5,39;;10,4;Urbana;0;0;0;827;827;495;332;241;1
2012;2602100;Agreste Meridional;Bom Conselho;Agreste Meridional;26072254;ESC FREI CAETANO DE MESSINA;INTEGRAL;0,98;3,67;3,94;3,81;3,74;;41,9;Urbana;1;1;1;621;373;377;244;118;0,600644122383253
2012;2602209;Agreste Setentrional;Bom Jardim;Vale do Capibaribe;26067137;ESCOLA DR MOTA SILVEIRA;INTEGRAL;0,96;4,32;4,53;4,42;4,23;;10,4;Urbana;1;1;1;343;284;187;156;105;0,82798833819242
2012;2602308;Agreste Central;Bonito;Mata Centro;26083159;ESCOLA DR. ALEXANDRINO DA ROCHA;INTEGRAL;0,95;5,14;5,46;5,3;5,03;;11,5;Urbana;1;1;1;907;569;553;354;472;0,627342888643881
2012;2602902;Metropolitana Recife;Cabo de Santo Agostinho;Metropolitana Sul;26178087;ESCOLA DE REFERENCIA EM ENSINO MEDIO CABO DE SANTO AGOSTINHO;INTEGRAL;0,98;3,99;4,29;4,14;4,05;;2,9;Urbana;1;0;0;568;568;321;247;63;1
2012;2602902;Metropolitana Recife;Cabo de Santo Agostinho;Metropolitana Sul;26129868;ESCOLA DE REFERENCIA EM ENSINO MEDIO EPITACIO PESSOA;INTEGRAL;0,9;4,54;4,53;4,54;4,1;;6,7;Urbana;1;1;0;784;566;477;307;131;0,721938775510204
2012;2603009;Sertão do São Francisco;Cabrobó;Sertão do Médio São Francisco;26031272;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSÉ CALDAS CAVALCANTI;INTEGRAL;0,99;4,52;4,35;4,44;4,39;;25,5;Urbana;1;1;1;684;583;410;274;54;0,85233918128655
